username,os,region,date
ethomelin0,Android,Europe,1498686030
amustoe1,Android,Asia,1499269936
amcsporon2,Android,Africa,1493436728
lpaiton3,Android,Africa,1501377811
aballantine4,Android,Asia,1510802086
kbaddiley5,Android,Asia,1495620714
gnelsen6,Android,Oceania,1485284165
bweatherley7,Android,Oceania,1495126176
cgoncaves8,Android,Africa,1512435978
jmahady9,Android,Asia,1498967167
cbubbingsa,Android,Oceania,1486107606
abuxtonb,Android,Africa,1487136266
dwheatleyc,Android,Asia,1499127357
cpryced,Android,Europe,1492916470
ccalowe,Android,Oceania,1498351479
grawcliffef,Android,Africa,1483490446
jpledgeg,Android,Africa,1492327021
vcookeh,Android,Asia,1492061145
mcogzelli,Android,Oceania,1504991713
bhucklesbyj,Android,South America,1510406297
mbangiardk,Android,Oceania,1484337789
ffarronl,Android,Europe,1514376872
rmumbym,Android,Oceania,1491714239
abrettonn,Android,Europe,1492239865
gvasyunkino,Android,North America,1503826574
lkubistap,Android,Oceania,1491384023
maingerq,Android,North America,1497793064
cmorenor,Android,Europe,1511209385
akaleys,Android,Europe,1489500135
ntolomeit,Android,South America,1502170169
mwiggallu,Android,Asia,1496226437
ebickmorev,Android,Africa,1487487896
gtisorw,Android,Asia,1512029404
emilax,Android,Asia,1495637843
hmclernony,Android,Africa,1506602374
nfawsonz,Android,Asia,1500615156
cdonnachie10,Android,Europe,1485425432
fburdfield11,Android,North America,1488655701
lpierton12,Android,Oceania,1489208887
babella13,Android,Europe,1509842561
cbentley14,Android,North America,1485608735
mennor15,Android,Oceania,1498025085
brusson16,Android,South America,1501051440
mmoyes17,Android,South America,1507764362
lrugge18,Android,Asia,1496123587
djoblin19,Android,Europe,1514616940
qayshford1a,Android,Africa,1499258725
mdrust1b,Android,Oceania,1500646062
dhabbeshaw1c,Android,South America,1493876117
pgoodere1d,Android,Oceania,1500385094
gphizackarley1e,Android,Africa,1506153545
cgeram1f,Android,Africa,1507267995
bbelz1g,Android,Europe,1491880351
mpetracco1h,Android,Europe,1513566626
llabro1i,Android,North America,1503850279
fblaske1j,Android,Oceania,1498514624
mlotze1k,Android,Asia,1486000713
mcrafter1l,Android,Asia,1485482428
egainsbury1m,Android,Africa,1494307959
pgarrow1n,Android,North America,1502655239
condricek1o,Android,South America,1507683124
ghalvorsen1p,Android,Asia,1497879545
fferrarini1q,Android,Oceania,1484314295
amapledorum1r,Android,Oceania,1508773223
jmilne1s,Android,Europe,1490957864
kcord1t,Android,North America,1493981385
ychattock1u,Android,Asia,1494921800
sbilsford1v,Android,South America,1499264026
mcarlsson1w,Android,Asia,1507629922
mdzenisenka1x,Android,South America,1483412463
idumphries1y,Android,Asia,1509473911
ohazelgreave1z,Android,Africa,1499633627
bdecarlo20,Android,North America,1494388098
plimprecht21,Android,South America,1496632518
boscanlon22,Android,Europe,1499564705
opinyon23,Android,Oceania,1509306177
griggott24,Android,Africa,1491160349
ndaile25,Android,North America,1498574436
dmullins26,Android,Africa,1505739926
wfielders27,Android,Africa,1497538773
cmartinet28,Android,Europe,1499615424
sbalch29,Android,Oceania,1502130555
dtrevenu2a,Android,Europe,1499449490
sgrafhom2b,Android,North America,1509308486
ghimsworth2c,Android,North America,1508540551
dwynch2d,Android,South America,1485244383
cpeploe2e,Android,North America,1513967172
jlorait2f,Android,Europe,1509110295
csharnock2g,Android,Africa,1489075737
zklimontovich2h,Android,Oceania,1511811960
kketton2i,Android,Europe,1484367594
bfolker2j,Android,Europe,1490185371
rmulholland2k,Android,North America,1512792655
rpietasch2l,Android,North America,1491165617
mhambidge2m,Android,North America,1507549563
lwandrack2n,Android,Africa,1508782373
cternouth2o,Android,Oceania,1505310091
dsyred2p,Android,Europe,1511363089
pdonalson2q,Android,South America,1510261615
reminson2r,Android,Europe,1492238961
mshickle2s,Android,South America,1509848858
edegregario2t,Android,South America,1499815128
mbeckwith2u,Android,Africa,1485736242
lpfeiffer2v,Android,Africa,1495903274
erennie2w,Android,Europe,1488409235
dmadgewick2x,Android,Asia,1500809000
cnott2y,Android,South America,1509739892
eadriaan2z,Android,South America,1489999621
tgillott30,Android,North America,1513502675
dodowgaine31,Android,North America,1500527226
gkamen32,Android,Oceania,1510662720
ggedney33,Android,Asia,1493641942
fstanbridge34,Android,Oceania,1494371910
lthackeray35,Android,Europe,1514594625
bsabine36,Android,South America,1504820869
cglencros37,Android,Africa,1513901077
mlefeaver38,Android,North America,1490501979
bgebb39,Android,Europe,1503834950
vcalken3a,Android,South America,1496365669
gnetherclift3b,Android,Africa,1514014502
tdillintone3c,Android,Africa,1485424977
dmcintee3d,Android,Africa,1489188964
choultham3e,Android,North America,1501368495
gapfler3f,Android,Oceania,1511078674
sabbets3g,Android,Africa,1483250785
schurms3h,Android,Asia,1494136935
ncoggles3i,Android,Europe,1494932848
rfranzen3j,Android,Oceania,1499199625
ifaichney3k,Android,South America,1492893551
jcrystal3l,Android,Oceania,1502375156
odurdy3m,Android,Europe,1486386722
mminichillo3n,Android,North America,1485678442
sflooks3o,Android,Africa,1502344655
mlabat3p,Android,Oceania,1509937641
parthan3q,Android,Africa,1487437333
mscrafton3r,Android,South America,1500433854
alidierth3s,Android,Asia,1509564321
odunkerton3t,Android,Europe,1502120502
lferentz3u,Android,South America,1503452669
gsedge3v,Android,North America,1506050493
pkeasley3w,Android,South America,1509821748
nmalec3x,Android,Oceania,1506233437
ecordeix3y,Android,Europe,1507069528
cjinkin3z,Android,Europe,1484947124
edellascala40,Android,South America,1499238511
kkreutzer41,Android,Europe,1507343831
rlabel42,Android,Oceania,1484887059
kstivani43,Android,Africa,1483621757
mtattersfield44,Android,Europe,1505274792
bjimeno45,Android,Oceania,1513243047
dbiaggioli46,Android,Oceania,1496502638
crowth47,Android,Europe,1489820246
kchappelle48,Android,Africa,1505183297
mcrutch49,Android,North America,1507021263
eenevold4a,Android,Asia,1493939863
verangy4b,Android,South America,1492977910
owillcox4c,Android,South America,1483506315
apillington4d,Android,Oceania,1485304351
cglossop4e,Android,South America,1504855750
gkittley4f,Android,Oceania,1499829944
zjanjusevic4g,Android,Europe,1512935318
aickovicz4h,Android,Asia,1500046273
rnoakes4i,Android,Africa,1505976645
bthompstone4j,Android,North America,1483365592
tschirach4k,Android,Asia,1489624412
twormell4l,Android,Africa,1498142815
efellos4m,Android,North America,1489891948
atobias4n,Android,Europe,1512956520
krean4o,Android,South America,1499492171
bibbs4p,Android,Oceania,1502148590
tleatherbarrow4q,Android,South America,1491709546
ahobble4r,Android,Asia,1507952342
jcafferty4s,Android,North America,1512875801
cbraid4t,Android,North America,1512147089
kdelacour4u,Android,Asia,1505159106
ncumming4v,Android,Oceania,1512409440
btapton4w,Android,Asia,1486450635
bdobbyn4x,Android,Oceania,1510423351
mrounsivall4y,Android,Oceania,1509149203
aedmund4z,Android,Africa,1497668256
ibuckthorp50,Android,South America,1505130431
mshortan51,Android,Africa,1512218080
ckurth52,Android,Oceania,1487184250
vkingsnod53,Android,South America,1508942311
mbrandhardy54,Android,Europe,1512802851
tthornebarrow55,Android,South America,1486500931
apilger56,Android,Oceania,1510780712
hlyddiatt57,Android,Europe,1507654732
jcapstake58,Android,Asia,1488520039
jdosdale59,Android,North America,1501413116
otytler5a,Android,South America,1497822495
dhuntress5b,Android,South America,1506249119
ogateland5c,Android,Asia,1503907369
llilburn5d,Android,Africa,1491022935
aallberry5e,Android,Oceania,1503155091
ssaltsberg5f,Android,North America,1506982213
kdrought5g,Android,Africa,1513660000
mdonativo5h,Android,Africa,1491202473
nromain5i,Android,Asia,1485788736
asymper5j,Android,South America,1499329427
tlarrat5k,Android,Oceania,1501769418
mcallam5l,Android,Asia,1499196194
lsucre5m,Android,Europe,1500846212
lpohlak5n,Android,North America,1502711766
mnacci5o,Android,South America,1503012790
cmorrow5p,Android,Europe,1505414509
rmccrossan5q,Android,Europe,1504694880
gfenimore5r,Android,Africa,1513696730
ghugonneau5s,Android,Europe,1508366809
bdanett5t,Android,Asia,1494234038
nlondon5u,Android,Oceania,1491226011
dnewe5v,Android,Europe,1504158968
bpartleton5w,Android,Asia,1505791204
srolstone5x,Android,Oceania,1510665890
ccarle5y,Android,Asia,1503278535
dcoucher5z,Android,Asia,1513174342
tmaccorkell60,Android,North America,1514192521
nhastelow61,Android,South America,1501414825
cmccombe62,Android,Asia,1483708750
estannus63,Android,Asia,1506007123
cfannon64,Android,South America,1493628503
ndumbreck65,Android,Oceania,1486047521
ipattington66,Android,Asia,1502366709
rpaumier67,Android,Asia,1512307167
smontel68,Android,Oceania,1509627650
rbrotheridge69,Android,South America,1493640704
hsinnat6a,Android,Europe,1490805075
jklaiser6b,Android,Europe,1489111458
aegglestone6c,Android,Oceania,1499243032
clilly6d,Android,South America,1493724170
tgales6e,Android,North America,1504721995
asnartt6f,Android,Europe,1499949893
dstopher6g,Android,Asia,1503948573
rbrambley6h,Android,Africa,1484180243
wchalmers6i,Android,North America,1512402706
fburborough6j,Android,South America,1500899742
bmcnaught6k,Android,South America,1511005709
rguerriero6l,Android,Oceania,1507057722
ncheng6m,Android,Africa,1508545771
gaurelius6n,Android,South America,1491640365
swillatt6o,Android,Africa,1499545045
wcolleer6p,Android,Africa,1494458783
erylands6q,Android,Europe,1486441100
dgurney6r,Android,Africa,1489319001
vvellden6s,Android,Europe,1503316497
hsaunper6t,Android,South America,1486370828
agrimshaw6u,Android,North America,1509624776
dfouldes6v,Android,Oceania,1505861688
hlatimer6w,Android,North America,1502933017
ralgeo6x,Android,Asia,1506429703
dmctrustram6y,Android,North America,1507516726
epentycost6z,Android,Oceania,1499437486
nbiskup70,Android,North America,1495659536
ndobrovolny71,Android,Asia,1484271267
lormshaw72,Android,South America,1505745128
