username,os,region,date
nbehninck0,iOS,North America,1500530487
gshooter1,iOS,North America,1501131761
fszymanski2,iOS,Asia,1500241109
bdutnall3,iOS,Europe,1500147053
agrahlman4,Android,Oceania,1499634772
rsmitham5,iOS,North America,1501424370
ldinapoli6,Android,Oceania,1500179707
rtithacott7,iOS,Europe,1501066343
mmedlicott8,iOS,Africa,1500022819
eluxford9,Android,Asia,1501410686
aemblowa,Android,Oceania,1500819302
sstoutherb,Android,South America,1500223285
kdradeyc,iOS,Asia,1500199534
achisnalld,Android,Europe,1500372315
amorche,Android,North America,1501307072
ederksf,iOS,North America,1500839584
jstoodaleg,Android,Europe,1499304971
opitkethlyh,Android,Africa,1500379322
lrufflei,Android,Africa,1500139601
bosirinj,iOS,Oceania,1500485262
wlagenk,Android,Oceania,1499539627
mardyl,iOS,South America,1500661505
dlitchfieldm,Android,Oceania,1501219883
alanphiern,iOS,Asia,1500858879
centreso,Android,Europe,1499666365
cmcarleyp,Android,Asia,1501417937
gnibleyq,iOS,North America,1500483827
ashemminr,Android,Asia,1500000525
mmcclorys,Android,South America,1499674310
roldlandt,iOS,North America,1501039522
lhayfieldu,iOS,South America,1500778047
ntearv,Android,Oceania,1499188432
rdymidowskiw,Android,Asia,1500972857
bvanarsdalex,Android,Oceania,1499822247
gvergoy,iOS,Oceania,1499609699
fwarrackz,Android,Europe,1500041125
cbudnik10,iOS,Oceania,1499965135
dbiggerstaff11,iOS,Asia,1501133693
afridd12,iOS,South America,1499186455
bsamworth13,Android,North America,1499987468
iklimowski14,Android,Europe,1500921264
crimmington15,iOS,Europe,1500539568
bmalsher16,Android,Oceania,1500790134
dcabbell17,iOS,Oceania,1500438631
tnorwood18,Android,Europe,1500294392
eaustins19,iOS,Africa,1499508798
sdetocqueville1a,iOS,Europe,1501190933
mopfer1b,iOS,Europe,1499851010
ocord1c,iOS,Europe,1500761810
rsprulls1d,iOS,Africa,1500344850
jstrange1e,iOS,Asia,1499226565
hduinkerk1f,Android,North America,1500237658
swoollons1g,Android,South America,1499880076
ncrosham1h,Android,South America,1500503676
dhusbands1i,iOS,Oceania,1500666594
cborgars1j,Android,North America,1499121247
pmcpartlin1k,Android,North America,1500690650
rharvison1l,Android,North America,1499746047
fyate1m,iOS,Oceania,1500704506
espeeding1n,iOS,Africa,1500700770
fhuguet1o,iOS,North America,1499176967
losbourne1p,Android,Africa,1501095796
ejeske1q,Android,North America,1500368483
mhuetson1r,Android,Europe,1499308042
clodeke1s,iOS,Africa,1499767251
khalhead1t,Android,Africa,1499959811
akuhnel1u,Android,Oceania,1501063185
bmaccafferky1v,Android,Europe,1499613423
smenear1w,iOS,Africa,1498903059
lstebbings1x,iOS,South America,1500064833
vhusthwaite1y,iOS,South America,1501168748
mlomaz1z,iOS,Africa,1499365790
zturpey20,Android,North America,1500270085
amckelvey21,iOS,Oceania,1498931735
dsaundercock22,iOS,South America,1499553628
dsewards23,Android,Europe,1499524460
