username,os,region,date
rcotte0,Android,South America,1512696366
lgrewe1,iOS,Asia,1512690191
bgisburn2,Android,Europe,1513421687
hverrillo3,iOS,Africa,1512292649
jmackall4,iOS,Africa,1513121336
rrollins5,iOS,North America,1514360749
ddietz6,Android,South America,1514093150
ccratchley7,iOS,Asia,1513567591
lfuzzens8,Android,Africa,1512486537
arennison9,Android,Europe,1513118535
rvolka,Android,Asia,1512581310
ableymanb,Android,North America,1512414591
rstifec,iOS,Europe,1513736945
cmckalld,Android,North America,1513677552
lsymsone,iOS,Oceania,1513333953
bhuntingf,Android,Asia,1512783615
vimasong,Android,South America,1513889561
hweighth,Android,North America,1513642406
vmundlei,Android,North America,1513940568
sjardinej,iOS,Asia,1514017258
kbuchank,Android,Oceania,1512465974
amaurol,iOS,Europe,1514431036
kalbenm,iOS,North America,1512820366
jknowlern,Android,Oceania,1512111303
smcavino,iOS,Europe,1513938819
dcaltonp,Android,Africa,1513942738
hblairq,iOS,Europe,1514241486
rmeiklamr,Android,Europe,1512314076
fspeakmans,iOS,Oceania,1512183299
bantuscht,Android,Oceania,1512854348
hpattiniu,iOS,Asia,1513520164
wlealv,Android,Africa,1512867579
mwicklingw,Android,Asia,1512263743
lspatarulx,iOS,Europe,1513449163
bpezeyy,iOS,Oceania,1514031172
cmcjuryz,Android,Europe,1512164360
bkingstne10,Android,Oceania,1514173968
nmotto11,Android,Oceania,1513558669
dechallie12,iOS,South America,1512529914
xcasserley13,iOS,North America,1512580433
mmingame14,Android,Asia,1513341985
vbrent15,Android,Europe,1514126522
aradwell16,iOS,Europe,1514083790
eshakesbye17,Android,South America,1513230138
rpods18,Android,Europe,1512879007
afanner19,iOS,Oceania,1512856441
ipalfree1a,iOS,Asia,1512441713
ebazeley1b,Android,Oceania,1513215893
sduignan1c,Android,Oceania,1512651492
oduchenne1d,iOS,Oceania,1514369553
bcumberledge1e,iOS,Africa,1513815083
rpietrusiak1f,Android,Africa,1512329710
lsighart1g,Android,Asia,1514249114
lmccanny1h,iOS,Africa,1512863907
sdrysdell1i,iOS,South America,1513469836
jroose1j,iOS,Europe,1514552795
hdrinan1k,Android,Africa,1514571800
ffair1l,iOS,Asia,1512616946
btrangmar1m,Android,South America,1512568533
pbeautyman1n,Android,Asia,1512195102
agretton1o,iOS,Africa,1512733479
mbellam1p,Android,Europe,1512479345
cbentley1q,iOS,Asia,1513801674
mgeorgescu1r,Android,South America,1513729098
lbelch1s,iOS,North America,1514187838
aleaning1t,iOS,Europe,1512699367
aclew1u,iOS,South America,1512235715
atewkesberrie1v,Android,Asia,1513895514
lhandyside1w,Android,South America,1512799517
wpietrusiak1x,iOS,Asia,1512746065
ecraddock1y,iOS,Asia,1512820702
caronowicz1z,Android,Asia,1513857154
