username,os,region,date
mmoneypenny0,Android,Oceania,1500238803
vmasey1,Android,Oceania,1494322207
wbrodeur2,Android,South America,1501689131
cdurbyn3,Android,Africa,1499962158
meixenberger4,Android,North America,1486537812
cgorioli5,Android,Europe,1509157492
dfarlam6,Android,South America,1509869559
ecruikshanks7,Android,North America,1491829548
rgilchrest8,Android,Europe,1486220786
rdawidowsky9,Android,North America,1491608096
jneamesa,Android,Africa,1507743424
mmiddlerb,Android,Asia,1494934052
dnowlandc,Android,Oceania,1502254038
icaudelierd,Android,Europe,1487907086
ggirardine,Android,Asia,1494669035
lspreckleyf,Android,Oceania,1503167044
kiacovidesg,Android,Oceania,1501851308
aozintsevh,Android,North America,1511939407
mlapidusi,Android,Oceania,1493783847
nwhittaj,Android,Oceania,1505107328
dleaheyk,Android,South America,1489708509
cpaolillol,Android,Europe,1509161664
bcrippsm,Android,Oceania,1504878948
ndarbishiren,Android,Africa,1506643348
lhesso,Android,Asia,1503240979
sogilvyp,Android,Oceania,1487157355
ddudsonq,Android,Asia,1495949620
dseaterr,Android,Africa,1499066090
lhowgills,Android,Africa,1512079678
evasyutochkint,Android,South America,1492067676
wrolstoneu,Android,Europe,1486466997
abartolv,Android,North America,1502918510
khuguenetw,Android,Europe,1504929400
jsinkinsonx,Android,Europe,1493879626
sdavidouy,Android,North America,1494381544
cheathz,Android,Asia,1495297655
rfaltin10,Android,Europe,1501613894
bertelt11,Android,Africa,1486758345
erountree12,Android,North America,1494703757
nbergen13,Android,Africa,1513428767
hmatskevich14,Android,North America,1511904930
zbramwell15,Android,Asia,1512712497
ahadaway16,Android,Oceania,1486326862
gfalconer17,Android,Africa,1504250315
wbansal18,Android,Asia,1483605658
fwondraschek19,Android,Africa,1514480793
tcardenas1a,Android,Europe,1494815061
mmahaffey1b,Android,Africa,1488362363
cmatschek1c,Android,North America,1511934811
aantonnikov1d,Android,Europe,1498906020
kwylam1e,Android,Europe,1502367734
ebuxam1f,Android,Europe,1508485437
hmaccarlich1g,Android,South America,1486341689
tdauncey1h,Android,North America,1509531386
