username,os,region,date
omcdoual0,Android,North America,1493431016
fcritch1,Android,Africa,1492319879
esarten2,Android,South America,1491963473
pjanousek3,iOS,North America,1491943472
akahler4,iOS,South America,1491012070
pmenendez5,iOS,Oceania,1491276978
ckinnerk6,Android,South America,1492817532
iguslon7,Android,North America,1491918839
ahowselee8,iOS,Africa,1491935468
fdalgety9,Android,Asia,1492855444
craymonda,Android,Africa,1492403547
tklewerb,iOS,South America,1493231642
dprosekc,iOS,Oceania,1491790857
lhavilld,iOS,Europe,1493127498
sfauldere,Android,Asia,1492363467
mmalcolmf,iOS,Europe,1492610507
sarundellg,iOS,Asia,1493187816
ncomettoih,iOS,Oceania,1492499006
wharrowsmithi,iOS,North America,1492382176
astanionj,iOS,South America,1492411811
jroycroftk,iOS,Africa,1491091035
egascoignel,Android,Oceania,1491868592
jmarplem,iOS,North America,1492472621
sskuresn,Android,Africa,1492646450
mgiottoo,Android,Europe,1492677933
fjohnsonp,iOS,Europe,1491555374
rlambrichtq,iOS,North America,1493135865
gfearnyoughr,iOS,South America,1491949922
jbugbys,iOS,South America,1492032597
lnelsent,Android,South America,1492081025
mpiddingtonu,iOS,Oceania,1491488477
clobv,Android,Europe,1493134693
bwegenenw,iOS,Oceania,1493425552
lbanthorpex,iOS,Europe,1493430647
cjozsefy,iOS,Europe,1492232746
vhayshamz,Android,Africa,1491847948
istolworthy10,iOS,Europe,1491148179
rfranschini11,iOS,Africa,1492400946
rharrop12,iOS,Africa,1492872849
tosgordby13,iOS,Europe,1493447846
bhaycroft14,iOS,Oceania,1491108793
ftertre15,iOS,Oceania,1492778860
acollington16,Android,North America,1493146039
nstokell17,iOS,Africa,1492384177
bpodmore18,Android,Asia,1492448923
mmillis19,Android,Oceania,1492380521
lcomerford1a,Android,South America,1493316012
lharbord1b,iOS,Asia,1493392105
tliddle1c,Android,North America,1491555644
kgockelen1d,Android,South America,1491818904
mperone1e,iOS,South America,1491179008
tblackly1f,iOS,South America,1491019788
kwharmby1g,Android,Europe,1492772789
acossam1h,iOS,South America,1491078709
jbayston1i,iOS,Oceania,1492697845
nstrange1j,Android,Europe,1492636838
bguppie1k,Android,South America,1493359830
stames1l,iOS,South America,1493339782
ffawckner1m,Android,Africa,1491050667
ctruman1n,Android,Oceania,1491065344
hloadwick1o,Android,Africa,1493277608
dlain1p,iOS,South America,1491086647
osaxelby1q,Android,Europe,1492671732
lsimpkin1r,Android,South America,1492463790
cdemange1s,Android,North America,1491569011
leddy1t,Android,Oceania,1491837913
cschechter1u,iOS,Asia,1491327453
ngelling1v,Android,Europe,1492222710
meilhermann1w,iOS,Europe,1491981743
mdulwich1x,Android,Oceania,1493463763
wcarlisi1y,iOS,South America,1491472140
bwoolforde1z,Android,North America,1491863256
mfahrenbach20,Android,North America,1491419983
mboswell21,iOS,North America,1493012540
araiston22,Android,Oceania,1492953179
gdunkersley23,iOS,North America,1493053531
cmccleverty24,Android,North America,1492279456
mcicchelli25,Android,North America,1492477440
bleates26,iOS,Oceania,1492114936
ekeyzor27,iOS,Oceania,1492961658
mkeher28,iOS,Asia,1492389108
gtayloe29,Android,Oceania,1491422468
ldiess2a,Android,South America,1492529856
kslavin2b,Android,South America,1492471559
acoggeshall2c,Android,South America,1493015236
cwolfarth2d,Android,North America,1491141300
ldolohunty2e,Android,Africa,1492670399
bfraney2f,iOS,Africa,1492028963
cgodehardsf2g,iOS,Oceania,1491533664
cograda2h,iOS,Africa,1491955463
bpaulat2i,iOS,Asia,1491216606
krown2j,Android,North America,1492864911
rdorre2k,iOS,Africa,1493253355
pbellfield2l,iOS,Oceania,1492887693
bturbard2m,iOS,South America,1491061682
dgai2n,iOS,Asia,1493345608
fwaudby2o,iOS,Africa,1492866529
bgiraudo2p,iOS,South America,1491123427
kreagan2q,iOS,Oceania,1492312334
llamie2r,Android,Asia,1491474241
teastes2s,Android,North America,1491580941
bdabbes2t,Android,Africa,1492296336
nhastin2u,Android,Europe,1491444811
gantic2v,iOS,Oceania,1491267851
hdimsdale2w,Android,Oceania,1491278105
sbarratt2x,Android,Asia,1492362238
paltamirano2y,iOS,South America,1492882991
jeskrigge2z,Android,Europe,1491157614
