username,os,region,date
dlafranconi0,iOS,Asia,1502501056
sgrishankov1,Android,Europe,1503698430
rslafford2,iOS,South America,1503053527
btroyes3,iOS,Oceania,1502215184
jweymont4,iOS,North America,1503471539
lbresman5,Android,Asia,1503499564
acheson6,iOS,Europe,1502648134
ncullen7,Android,Europe,1502341428
gwales8,Android,North America,1502823322
rteml9,Android,Europe,1503462949
bbasila,Android,North America,1503754456
lmacnamarab,Android,Africa,1503213987
dgoulstonc,Android,North America,1502286347
pmacintoshd,Android,North America,1502256557
rdigginse,Android,Oceania,1503064217
eopyf,Android,Europe,1502462558
msabaterg,Android,Africa,1502025200
gscopynh,iOS,Africa,1502447384
atasseleri,iOS,North America,1504063115
kashpitalj,Android,Asia,1503949301
beubankk,iOS,Asia,1503540019
nrymilll,iOS,North America,1503734441
kyuillm,Android,Oceania,1502744556
nmarkien,Android,Europe,1503988053
jteerso,iOS,Asia,1502275478
edibartolommeop,iOS,North America,1502966623
ncawstonq,iOS,Africa,1502740597
medgcumber,Android,North America,1503241909
tbryers,Android,South America,1502464604
tdungatet,Android,Oceania,1502920940
slettericku,Android,Oceania,1501567530
cgildersv,Android,Asia,1502930599
dcrichtonw,iOS,Europe,1503793765
joggx,Android,Africa,1501999472
tlabbezy,Android,North America,1504073098
dmariotz,Android,North America,1503668111
agowan10,Android,North America,1503475682
kpizey11,Android,Asia,1502621675
ksprigg12,Android,Africa,1503352422
jinstock13,iOS,Asia,1501816706
dstrutz14,iOS,North America,1504043975
msego15,iOS,Europe,1503603655
cglawsop16,iOS,Asia,1502664168
ajaegar17,Android,Europe,1502406206
chains18,Android,Europe,1503431856
ctrowel19,Android,Africa,1502773388
bcheasman1a,Android,South America,1503410633
smungane1b,Android,South America,1503892258
eabramson1c,Android,North America,1504121687
jchamley1d,Android,Africa,1503452332
ethon1e,Android,Oceania,1503779685
wbuckel1f,iOS,North America,1502237860
bsimeoni1g,Android,Europe,1501598812
ematyushenko1h,Android,North America,1502755598
cblondelle1i,iOS,South America,1502110397
mdooley1j,iOS,Asia,1503513964
aoverton1k,iOS,North America,1501846999
isherr1l,iOS,Africa,1503247087
mdrysdall1m,iOS,Africa,1501842017
hcoolican1n,Android,Africa,1503154423
ffairholm1o,Android,Asia,1502775833
ddebiaggi1p,Android,Europe,1501653975
rlarmett1q,iOS,Europe,1503068690
sattyeo1r,iOS,North America,1503697337
hcoll1s,iOS,Asia,1501787985
twookey1t,iOS,Europe,1503890454
whultberg1u,iOS,North America,1501559893
sbaldree1v,iOS,Africa,1503674014
agittose1w,Android,South America,1502996534
kanderson1x,Android,Asia,1503128998
mgorghetto1y,iOS,Africa,1502030564
oradolf1z,iOS,Oceania,1501922977
agimenez20,Android,Africa,1503760306
sgage21,iOS,Europe,1503158820
bcarsberg22,Android,Oceania,1502024588
wmalitrott23,iOS,South America,1503728405
hgresswell24,iOS,Asia,1502299099
syanez25,Android,South America,1501970804
awannes26,Android,Europe,1503202233
lsiflet27,Android,Africa,1502892515
lcarding28,iOS,Europe,1501635755
rtilmouth29,iOS,Oceania,1502297545
gmaty2a,Android,South America,1501758247
rdegliantoni2b,Android,North America,1501655176
jdennes2c,Android,Europe,1502608430
efarrans2d,Android,Europe,1503757913
eskettles2e,iOS,Asia,1504039878
qharmond2f,iOS,Africa,1503855435
mcomfort2g,Android,Oceania,1503673163
